explained_variance
0.9594154562126488
0.03545349254503524
0.0026480226705812055
0.001425331417620099
0.000539306250667179
0.0001981585612650318
0.00013261493053166003
6.38749040599901e-05
5.832337789746153e-05
1.7185260807786787e-05
1.1190022807784324e-05
9.789312780415565e-06
8.727947092599299e-06
7.370996447253584e-06
4.079765877993117e-06
