0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.9314557,1.5440152,0.0,4.14746,4.584567,0.0,0.0,3.3128214,1.2737969,0.0,0.0,2.3316333,0.40162766,0.0,0.0,1.3477211
0.9299733,1.5400289,0.0,4.139848,4.5778055,0.0,0.0,3.3067966,1.2685928,0.0,0.0,2.325291,0.40349704,0.0,0.0,1.3446361
0.9284909,1.5360423,0.0,4.1322365,4.5710435,0.0,0.0,3.3007715,1.2633888,0.0,0.0,2.31895,0.40536615,0.0,0.0,1.3415506
0.9270082,1.5320563,0.0,4.1246243,4.5642815,0.0,0.0,3.2947462,1.2581838,0.0,0.0,2.3126078,0.40723592,0.0,0.0,1.3384663
0.945684,1.5457032,0.0,4.1275015,4.579835,0.0,0.0,3.2705147,1.252035,0.0,0.0,2.320239,0.40773422,0.0,0.0,1.3603581
0.9713752,1.5383612,0.0,4.1869593,4.628928,0.0,0.0,3.3159187,1.2665198,0.0,0.0,2.3586407,0.40429452,0.0,0.0,1.3818499
1.0094537,1.4544028,0.0,4.366468,4.7488422,0.0,0.0,3.4281578,1.2938986,0.0,0.0,2.3950539,0.3273133,0.0,0.0,1.4318391
0.9847362,1.5173701,0.0,4.2698965,4.680642,0.0,0.0,3.3362548,1.2911661,0.0,0.0,2.3630128,0.35018283,0.0,0.0,1.4168165
0.96757793,1.4292058,0.0,4.430494,4.741923,0.0,0.0,3.4927132,1.3457774,0.0,0.0,2.39247,0.27947253,0.0,0.0,1.410681
0.95302975,1.3443953,0.0,4.592996,4.8028827,0.0,0.0,3.6468816,1.3762673,0.0,0.0,2.424711,0.21033871,0.0,0.0,1.4037304
0.937392,1.2557944,0.0,4.7735577,4.8582706,0.0,0.0,3.777852,1.409865,0.0,0.0,2.4269629,0.16286817,0.0,0.0,1.3750691
1.0178753,1.2518961,0.0,4.6864743,4.8799706,0.0,0.0,3.66454,1.293187,0.0,0.0,2.4175682,0.20838237,0.0,0.0,1.4279375
0.9977679,1.4243983,0.0,4.2780585,4.6948824,0.0,0.0,3.3689363,1.2156739,0.0,0.0,2.33363,0.34589747,0.0,0.0,1.4031783
0.9396329,1.4824547,0.0,4.191224,4.613682,0.0,0.0,3.3300188,1.2542423,0.0,0.0,2.3045747,0.3614099,0.0,0.0,1.3586239
0.9582062,1.4339985,0.0,4.285337,4.6724873,0.0,0.0,3.4188955,1.2648659,0.0,0.0,2.3419476,0.33892974,0.0,0.0,1.3705807
0.9810396,1.398105,0.0,4.3385177,4.705858,0.0,0.0,3.442621,1.2499126,0.0,0.0,2.3533874,0.32587254,0.0,0.0,1.3871328
1.0026946,1.359143,0.0,4.3956704,4.7382846,0.0,0.0,3.4649854,1.2365004,0.0,0.0,2.3596678,0.31591782,0.0,0.0,1.398237
1.0243496,1.3201808,0.0,4.4528246,4.7707114,0.0,0.0,3.4873507,1.2230883,0.0,0.0,2.3659496,0.30596352,0.0,0.0,1.4093404
0.98532236,1.3858722,0.0,4.3716016,4.722185,0.0,0.0,3.449682,1.2557204,0.0,0.0,2.3529313,0.3035775,0.0,0.0,1.3983704
0.97632134,1.3313869,0.0,4.389839,4.7056446,0.0,0.0,3.4130976,1.2215508,0.0,0.0,2.2882829,0.28295308,0.0,0.0,1.3803577
0.9068217,1.3045067,0.0,4.3342056,4.6009445,0.0,0.0,3.3290417,1.221431,0.0,0.0,2.1719368,0.26605004,0.0,0.0,1.3157831
0.8727808,1.374213,0.0,4.315385,4.593556,0.0,0.0,3.3696415,1.2951466,0.0,0.0,2.2140374,0.2470834,0.0,0.0,1.3187286
0.87658304,1.3186135,0.0,4.384006,4.620767,0.0,0.0,3.41561,1.2840111,0.0,0.0,2.2079263,0.23063558,0.0,0.0,1.3085464
0.8805057,1.2630955,0.0,4.452752,4.647883,0.0,0.0,3.4611235,1.2728647,0.0,0.0,2.2017984,0.21435794,0.0,0.0,1.2984315
0.8858113,1.2085227,0.0,4.522918,4.6738896,0.0,0.0,3.5013604,1.2615921,0.0,0.0,2.1954799,0.20005494,0.0,0.0,1.2890879
0.9624447,1.1407626,0.0,4.5992446,4.7636175,0.0,0.0,3.5184965,1.1773716,0.0,0.0,2.212929,0.20745012,0.0,0.0,1.3305955
0.9061556,1.1933331,0.0,4.5879273,4.7279506,0.0,0.0,3.512912,1.2561918,0.0,0.0,2.201218,0.15292296,0.0,0.0,1.3278996
0.8476385,1.2268971,0.0,4.5012445,4.648515,0.0,0.0,3.442157,1.2701511,0.0,0.0,2.1343815,0.13928553,0.0,0.0,1.2946153
0.84434223,1.2508783,0.0,4.3693643,4.563069,0.0,0.0,3.3302574,1.2298555,0.0,0.0,2.087233,0.20929268,0.0,0.0,1.2671067
0.85477173,1.2424809,0.0,4.39915,4.5838585,0.0,0.0,3.3514905,1.2339094,0.0,0.0,2.1032948,0.20269647,0.0,0.0,1.2770854
0.86520207,1.2340829,0.0,4.4289365,4.604648,0.0,0.0,3.3727238,1.2379634,0.0,0.0,2.1193576,0.19610071,0.0,0.0,1.2870635
0.8756314,1.2256854,0.0,4.4587235,4.625438,0.0,0.0,3.3939567,1.2420173,0.0,0.0,2.1354184,0.18950468,0.0,0.0,1.2970418
